HostResponseTime,HostResponseRate,HostAcceptRate,Superhost,HostListings,Neighborhood,Latitude,Longitude,RoomType,Accomodates,Bathrooms,Bedrooms,Beds,Price,MinNights,Availability30,Availability60,Availability90,Availability365,ReviewCount,FirstReview,AvgRating,RatingAccuracy,RatingClean,RatingCheckIn,RatingCommunication,RatingLocation,RatingValue,Instant Booking,BookingsPerMonth,CommissionsPerMonth
within an hour,0.96,1,t,15,Centro Storico,43.76527,11.24594,Entire home/apt,6,2,3,3,100,2,29,29,29,71,3,2020.1,4.33,4.33,4.67,4.33,4.67,4.67,4.33,t,0.16,7.2
within an hour,1,1,f,0,Centro Storico,43.77149,11.26538,Entire home/apt,7,1.5,3,4,79,2,0,23,53,328,8,2020.1,4.75,5,4.88,5,5,5,4.88,t,0.43,15.2865
within an hour,1,0.67,f,2,Centro Storico,43.76301,11.24199,Entire home/apt,3,1,1,3,44,2,5,5,31,306,2,2020.2,5,5,4.5,5,5,5,5,f,0.12,2.376
within an hour,1,1,f,63,Centro Storico,43.7831,11.2598,Entire home/apt,6,1,2,4,98,1,11,27,27,230,16,2020.7,4.69,4.81,4.81,4.56,4.81,4.75,4.69,t,1.43,63.063
within an hour,1,1,f,35,Centro Storico,43.77806,11.25576,Entire home/apt,4,2,2,4,114,1,0,0,9,94,3,2020.1,4,3.67,4,4.33,4,4.67,3.67,t,0.16,8.208
within an hour,1,1,f,1,Centro Storico,43.77017,11.25477,Entire home/apt,4,1,1,2,61,1,0,27,57,207,6,2021.5,4.33,4.5,4.5,4.17,4.33,5,4.67,t,4.29,117.7605
within an hour,1,1,t,4,Centro Storico,43.77616,11.26393,Entire home/apt,5,1,2,4,90,3,3,9,18,196,14,2020.7,4.93,4.79,5,5,4.93,5,4.93,t,1.19,48.195
within an hour,1,1,t,5,Centro Storico,43.76333,11.26058,Entire home/apt,4,1,1,2,48,3,13,31,61,336,4,2021.5,5,5,4.75,5,5,5,4.75,t,3.24,69.984
within an hour,1,1,f,0,Centro Storico,43.772655,11.253984,Entire home/apt,4,1,1,2,80,2,26,56,86,179,2,2020.1,5,5,5,5,5,5,5,f,0.11,3.96
within an hour,0.83,1,t,1,Centro Storico,43.76855,11.24641,Entire home/apt,6,2,2,4,196,2,13,43,48,57,4,2020.1,5,5,5,5,5,5,5,t,0.21,18.522
within an hour,1,0.92,f,2,Centro Storico,43.77169,11.26019,Entire home/apt,6,0,3,4,157,3,18,48,78,99,39,2020.2,4.92,4.87,5,4.97,4.87,5,4.97,f,2.2,155.43
within an hour,1,1,t,59,Centro Storico,43.76833,11.26102,Entire home/apt,4,1,1,1,84,2,30,60,90,210,1,2020.1,4,5,5,3,5,5,4,t,0.05,1.89
within an hour,1,1,f,0,Centro Storico,43.7712,11.24101,Entire home/apt,4,2,2,2,224,2,17,38,53,286,1,2021.6,4,4,4,5,3,5,5,t,1,100.8
within an hour,1,0.99,t,6,Centro Storico,43.77615,11.26019,Entire home/apt,2,1,1,1,65,3,21,51,81,356,1,2020.5,5,5,5,5,5,5,5,f,0.08,2.34
within an hour,1,1,t,0,Centro Storico,43.76961,11.25423,Entire home/apt,6,2,3,3,150,2,9,27,36,199,27,2020.6,5,4.96,5,4.96,4.89,5,4.96,t,2.21,149.175
within a few hours,1,0.13,t,0,Centro Storico,43.77283,11.24731,Private room,2,0,1,1,40,1,15,44,74,345,5,2020.1,5,5,5,5,5,5,5,f,0.27,4.86
within an hour,1,1,t,2,Centro Storico,43.77271,11.26312,Entire home/apt,4,1,1,1,68,1,14,39,69,159,17,2020.1,5,5,5,5,4.82,4.88,4.88,t,0.91,27.846
within an hour,1,1,f,3,Centro Storico,43.7746,11.24988,Entire home/apt,2,1,1,1,40,2,5,12,22,110,6,2020.2,5,5,5,5,5,5,4.83,t,0.36,6.48
within an hour,0.97,1,f,254,Centro Storico,43.76799,11.25862,Entire home/apt,4,1,2,3,65,2,9,27,27,149,16,2020.1,4.56,4.75,4.44,4.69,4.75,4.75,4.56,t,0.87,25.4475
within an hour,1,1,f,0,Centro Storico,43.77635,11.26374,Entire home/apt,2,1,1,1,80,5,0,0,14,194,3,2021.5,5,5,5,5,5,5,5,f,1.7,61.2
within an hour,1,1,t,4,Centro Storico,43.7699,11.24711,Entire home/apt,8,2,2,3,119,2,1,12,13,53,3,2020.8,5,5,5,5,5,5,5,t,0.32,17.136
within an hour,1,0.88,f,0,Centro Storico,43.77098,11.24994,Entire home/apt,4,1,1,2,75,1,4,10,10,180,1,2020.8,5,5,5,5,5,5,5,f,0.1,3.375
within a few hours,0.8,0.88,f,0,Centro Storico,43.77032,11.25922,Entire home/apt,9,2,3,4,170,1,17,32,62,320,3,2021.5,5,5,5,5,5,5,4.67,f,3,229.5
within an hour,0.94,0.92,f,55,Centro Storico,43.77494,11.2572,Entire home/apt,6,2,2,2,144,2,0,0,0,0,3,2020.8,5,5,5,5,5,5,5,t,0.3,19.44
within an hour,1,1,t,0,Centro Storico,43.77721,11.25134,Entire home/apt,2,1,1,2,96,2,8,17,36,210,31,2020.2,5,5,5,5,5,5,4.97,t,1.85,79.92
within a few hours,1,1,f,1,Centro Storico,43.78175,11.26387,Entire home/apt,4,1,1,1,75,3,0,0,0,22,7,2020.2,4.43,4.29,5,4.86,4.57,4.43,4.29,f,0.41,13.8375
within an hour,1,1,t,6,Centro Storico,43.76617,11.24943,Entire home/apt,5,1,1,3,53,1,30,60,90,365,10,2020.7,4.9,5,5,5,5,5,4.8,t,0.86,20.511
within an hour,1,1,t,6,Centro Storico,43.76617,11.24943,Entire home/apt,5,1,1,3,47,1,21,51,81,356,9,2020.7,5,5,5,5,5,5,5,t,0.82,17.343
within an hour,0.94,0.92,f,55,Centro Storico,43.77645,11.25863,Entire home/apt,7,2,2,3,162,2,0,0,0,0,1,2020.2,5,5,5,5,4,5,5,t,0.06,4.374
within an hour,1,1,t,6,Centro Storico,43.76617,11.24943,Entire home/apt,5,1,2,3,51,1,18,48,78,353,6,2020.7,4.83,4.83,5,5,5,5,5,t,0.53,12.1635
within an hour,0.97,1,f,5,Centro Storico,43.7831,11.24528,Private room,2,1,1,2,32,1,10,25,55,146,4,2020.1,4.5,4,5,5,5,4,4.5,t,0.22,3.168
within an hour,0.97,1,f,5,Centro Storico,43.78234,11.24421,Private room,2,1,1,3,32,1,4,22,52,143,17,2020.1,4.53,4.65,4.65,4.76,4.82,4.76,4.53,t,0.94,13.536
within an hour,0.97,1,f,5,Centro Storico,43.78234,11.24421,Private room,2,0,1,0,32,1,5,31,61,152,16,2020.2,4.31,4.44,4.38,4.88,4.81,4.5,4.38,t,0.94,13.536
within an hour,0.97,1,f,5,Centro Storico,43.78133,11.24369,Private room,2,1,1,1,32,1,6,19,49,322,11,2020.2,4.45,4.91,5,5,4.82,4.09,4.55,t,0.62,8.928
within an hour,0.96,1,f,247,Centro Storico,43.77118,11.26066,Entire home/apt,2,1,1,1,57,1,0,0,0,271,1,2020.9,4,4,5,5,5,5,4,t,0.11,2.8215
within an hour,1,1,f,5,Centro Storico,43.76927,11.25929,Entire home/apt,4,1,1,3,109,1,16,39,69,344,6,2020.2,5,5,5,5,5,5,5,t,0.36,17.658
within an hour,1,1,f,0,Centro Storico,43.76759,11.25862,Entire home/apt,4,1,1,2,110,2,6,15,31,290,1,2020.7,5,4,5,4,5,5,5,f,0.09,4.455
within an hour,1,1,t,7,Centro Storico,43.76943,11.25494,Entire home/apt,2,1,1,1,99,2,8,26,56,314,11,2020.1,5,4.91,5,5,5,5,4.91,t,0.6,26.73
within an hour,1,0.98,t,0,Centro Storico,43.77193,11.2564,Entire home/apt,4,1,1,2,93,2,9,21,40,61,11,2020.7,4.91,4.82,4.82,4.91,5,5,5,t,1,41.85
within an hour,1,1,t,10,Centro Storico,43.76966,11.25518,Entire home/apt,3,1,1,2,67,1,12,32,62,106,28,2020.2,4.89,5,4.93,5,5,5,4.86,t,1.61,48.5415
within an hour,1,0.86,f,0,Centro Storico,43.78473,11.23133,Entire home/apt,2,1,1,1,58,1,25,51,81,171,2,2020.1,5,5,5,5,5,5,5,f,0.11,2.871
within an hour,1,1,f,3,Centro Storico,43.77568,11.25612,Private room,2,1,1,1,96,1,17,36,65,260,2,2021.5,5,5,5,5,5,5,4.5,t,1.36,58.752
within an hour,1,1,t,19,Centro Storico,43.78152,11.23747,Entire home/apt,6,2,2,3,82,2,11,39,69,344,38,2020.1,4.87,4.97,4.84,4.97,4.97,4.71,4.84,t,2.11,77.859
within an hour,1,1,f,3,Centro Storico,43.77784,11.25647,Private room,2,1,1,1,115,1,18,35,61,256,2,2020.6,5,5,5,5,5,4.5,4.5,t,0.17,8.7975
within an hour,1,0.97,t,0,Centro Storico,43.77965,11.25965,Entire home/apt,2,1,1,1,95,1,30,60,90,365,8,2021.4,4.88,4.88,4.63,4.88,4.88,4.88,4.88,t,3.38,144.495
within an hour,1,0.99,t,19,Centro Storico,43.7748,11.2536,Entire home/apt,5,1,2,3,66,1,13,33,63,338,1,2020.2,3,3,3,3,4,5,4,t,0.06,1.782
within a day,1,0.33,f,0,Centro Storico,43.78218,11.25737,Private room,2,0,1,2,48,1,29,59,89,89,2,2020.2,5,5,5,5,5,5,5,f,0.11,2.376
within an hour,1,1,f,4,Centro Storico,43.76457,11.2592,Entire home/apt,4,1,1,2,65,1,28,58,88,178,1,2021.4,5,5,5,5,5,5,5,f,0.34,9.945
within a day,1,0,f,1,Centro Storico,43.77904,11.25591,Private room,2,1,1,4,40,6,0,0,0,0,1,2020.3,5,5,5,5,5,5,5,t,0.06,1.08
within an hour,1,0.99,f,27,Centro Storico,43.76671,11.2412,Entire home/apt,5,2,3,3,84,1,3,23,53,122,1,2020.2,5,5,5,5,5,5,5,t,0.06,2.268
within an hour,1,1,t,4,Centro Storico,43.76754,11.25712,Entire home/apt,5,2,2,3,150,2,0,0,9,284,2,2020.2,5,4.5,5,5,5,5,4.5,t,0.12,8.1
within an hour,1,1,t,0,Centro Storico,43.77626,11.23935,Entire home/apt,8,2,3,4,99,2,0,0,0,0,1,2020.2,5,5,5,5,5,5,5,t,0.06,2.673
within an hour,1,0.99,f,13,Centro Storico,43.78181,11.23728,Entire home/apt,2,1,1,1,80,3,30,60,90,365,14,2020.2,4.64,4.93,4.5,5,4.86,4.5,4.36,t,0.82,29.52
within an hour,1,1,t,4,Centro Storico,43.77467,11.25574,Entire home/apt,6,2,2,4,110,2,4,12,36,292,6,2020.7,5,5,5,5,5,5,5,t,0.55,27.225
within an hour,1,1,t,0,Centro Storico,43.78875,11.23233,Entire home/apt,4,1,1,4,76,1,14,44,72,148,66,2020.3,4.94,4.95,4.98,4.98,4.98,4.8,4.89,t,4.06,138.852
a few days or more,0,0,f,3,Centro Storico,43.77105,11.2686,Entire home/apt,5,2,3,4,130,2,28,55,85,339,1,2020.2,4,4,3,5,5,5,5,f,0.06,3.51
within an hour,1,1,f,0,Centro Storico,43.78781,11.22992,Entire home/apt,4,1,1,2,55,3,11,41,71,251,3,2021.5,5,5,4.67,5,5,5,4,t,2,49.5
within an hour,1,0.98,f,1,Centro Storico,43.78073,11.25565,Private room,2,0,1,1,21,1,0,0,0,0,1,2020.2,4,5,4,5,5,5,4,t,0.06,0.567
within an hour,1,1,t,19,Centro Storico,43.77897,11.25844,Entire home/apt,4,1.5,2,2,100,2,5,33,55,330,33,2020.2,4.82,4.88,4.79,4.88,4.91,4.91,4.7,t,1.93,86.85
within an hour,1,1,f,1,Centro Storico,43.78831,11.23363,Entire home/apt,4,1,1,2,51,1,14,44,66,66,7,2020.7,5,5,5,5,5,5,5,f,0.65,14.9175
within an hour,1,1,f,1,Centro Storico,43.77007,11.26528,Entire home/apt,2,1,1,1,38,3,6,27,57,237,1,2021.6,5,5,5,5,5,5,5,t,1,17.1
within an hour,1,0.99,f,27,Centro Storico,43.76833,11.25913,Entire home/apt,4,1,2,2,82,1,15,45,68,136,3,2021.5,4.33,5,5,5,5,5,4.33,t,1.73,63.837
within an hour,1,1,t,22,Centro Storico,43.77514,11.25111,Entire home/apt,4,1,1,2,80,2,0,0,0,248,1,2021.3,5,5,5,5,5,4,4,t,0.25,9
within an hour,1,1,t,22,Centro Storico,43.77577,11.25313,Entire home/apt,4,1,1,2,80,2,15,34,60,331,1,2021.4,5,5,5,5,5,5,5,t,0.34,12.24
within an hour,1,1,t,22,Centro Storico,43.77576,11.25308,Entire home/apt,4,1,1,2,80,2,9,9,9,264,2,2021.2,5,5,5,5,5,5,4.5,t,0.44,15.84
within an hour,1,1,t,22,Centro Storico,43.77672,11.25086,Entire home/apt,4,1,1,2,80,2,8,12,31,302,1,2021.5,5,5,5,5,5,5,5,t,0.7,25.2
within an hour,1,1,t,22,Centro Storico,43.77424,11.24519,Entire home/apt,4,1,1,2,67,2,5,26,40,297,1,2021.3,5,5,5,5,5,5,5,t,0.27,8.1405
within an hour,1,1,t,22,Centro Storico,43.76894,11.24378,Entire home/apt,6,2,3,1,110,2,12,30,49,298,1,2021.4,5,5,5,5,5,5,5,t,0.37,18.315
within an hour,0.97,0.98,t,15,Centro Storico,43.76691,11.24635,Entire home/apt,2,1,1,1,57,1,12,36,66,339,3,2020.7,5,5,5,5,5,5,5,t,0.27,6.9255
within an hour,0.9,0.88,f,0,Centro Storico,43.77094,11.25683,Entire home/apt,2,1,1,1,40,2,1,1,1,60,11,2020.2,4.55,4.91,4.64,5,4.91,5,5,f,0.63,11.34
within an hour,0.99,1,f,26,Centro Storico,43.76812,11.24617,Entire home/apt,2,1,1,1,69,2,5,24,51,72,2,2021.6,5,5,5,5,5,5,5,t,2,62.1
within an hour,1,1,f,0,Centro Storico,43.7734,11.25608,Entire home/apt,6,2,3,6,169,2,18,36,56,331,1,2021.6,5,5,5,5,5,5,5,t,1,76.05
within an hour,1,1,t,3,Centro Storico,43.77407,11.25834,Entire home/apt,3,2,1,2,108,1,9,20,47,134,55,2020.2,4.82,4.91,4.8,4.95,4.93,5,4.84,t,3.21,156.006
within a day,1,1,f,0,Centro Storico,43.78089,11.24407,Entire home/apt,4,1.5,1,1,79,1,0,0,0,0,1,2020.2,4,3,4,1,4,4,4,t,0.06,2.133
within a few hours,1,0.87,f,20,Centro Storico,43.787437,11.220291,Private room,1,0,1,0,14,27,0,0,0,0,1,2020.8,4,3,3,5,3,5,3,f,0.11,0.693
within an hour,1,0.99,f,42,Centro Storico,43.7691,11.26373,Entire home/apt,6,1,2,4,60,2,30,60,90,365,1,2020.5,5,5,5,5,5,5,5,t,0.07,1.89
within a few hours,1,1,f,0,Centro Storico,43.77017,11.26104,Entire home/apt,6,1,2,4,60,3,3,14,24,299,1,2020.3,5,5,5,5,5,5,5,f,0.06,1.62
within an hour,1,0,f,0,Centro Storico,43.77082,11.24213,Entire home/apt,4,1,2,2,70,1,0,0,0,13,3,2020.2,5,5,5,5,5,5,5,f,0.18,5.67
within an hour,1,1,f,0,Centro Storico,43.77905,11.25346,Entire home/apt,5,2,2,3,150,2,30,60,90,175,4,2020.7,5,5,5,4.75,5,4.75,5,t,0.35,23.625
within an hour,0.96,1,f,247,Centro Storico,43.77817,11.24502,Entire home/apt,4,1,1,2,80,1,0,0,0,0,1,2020.5,4,4,4,4,4,3,4,t,0.08,2.88
within a day,0.5,1,f,0,Centro Storico,43.77309,11.26041,Private room,4,1,2,3,96,1,0,0,0,185,1,2020.7,5,5,3,5,5,5,5,t,0.09,3.888
within a few hours,1,1,f,2,Centro Storico,43.76745,11.25287,Entire home/apt,2,1,1,1,146,3,5,10,17,189,15,2020.6,5,4.93,5,5,5,5,4.93,t,1.23,80.811
within an hour,1,1,t,2,Centro Storico,43.76921,11.26377,Entire home/apt,4,1,1,2,45,1,0,3,19,55,32,2020.8,4.84,4.91,4.91,4.88,4.94,4.91,4.78,t,3.21,65.0025
within an hour,1,1,t,2,Centro Storico,43.76917,11.26211,Entire home/apt,4,1,2,2,36,1,0,3,11,91,45,2020.8,4.84,4.96,4.71,4.96,4.96,4.98,4.8,t,4.7,76.14
within an hour,1,1,t,5,Centro Storico,43.76468,11.26051,Entire home/apt,8,2,3,5,116,2,4,19,45,314,1,2021.5,5,5,5,5,5,5,5,t,1,52.2
within an hour,1,1,t,6,Centro Storico,43.76712,11.25388,Entire home/apt,8,2,4,5,243,2,13,30,47,103,4,2020.6,5,5,5,5,5,5,5,t,0.33,36.0855
within an hour,0.93,1,f,6,Centro Storico,43.77432,11.23958,Entire home/apt,2,1,1,1,36,1,12,42,72,162,6,2020.7,3.67,4.17,4.33,5,4.33,4.83,3.83,t,0.52,8.424
within an hour,1,1,t,0,Centro Storico,43.76979,11.24628,Entire home/apt,3,1,1,4,89,2,7,13,19,188,22,2020.8,4.95,4.82,5,5,5,4.95,4.91,t,2.11,84.5055
within a few hours,1,0.95,f,1,Centro Storico,43.77253,11.25297,Entire home/apt,4,1,1,1,75,7,0,0,1,121,2,2021.2,5,4.5,5,5,5,5,5,f,0.44,14.85
within an hour,1,0.99,f,42,Centro Storico,43.76621,11.25245,Entire home/apt,4,1,2,3,100,2,0,0,9,284,1,2020.2,5,5,5,5,5,5,5,t,0.06,2.7
within an hour,1,0.5,f,0,Centro Storico,43.77328,11.24661,Entire home/apt,3,1,,3,60,1,30,60,90,181,2,2020.2,5,5,5,5,5,5,5,t,0.12,3.24
within an hour,1,0.95,f,0,Centro Storico,43.76945,11.26079,Private room,2,1,1,,43,2,10,35,65,336,3,2020.2,5,5,5,5,5,5,5,t,0.18,3.483
within an hour,0.91,0.99,f,63,Centro Storico,43.77242,11.25385,Entire home/apt,6,2,3,6,80,1,11,37,64,322,1,2020.7,5,5,5,5,5,5,5,t,0.09,3.24
within an hour,1,1,f,5,Centro Storico,43.76733,11.25364,Entire home/apt,4,1,1,1,161,3,21,51,81,172,21,2020.2,4.67,4.86,4.62,4.9,4.81,5,4.67,t,1.25,90.5625
within an hour,1,1,t,6,Centro Storico,43.76963,11.25966,Entire home/apt,4,1,1,2,106,2,16,44,74,127,3,2020.2,5,5,5,5,5,5,5,t,0.18,8.586
within an hour,0.96,1,f,247,Centro Storico,43.7645,11.26523,Entire home/apt,6,2,2,4,149,1,0,0,0,12,3,2020.6,4.33,5,4.33,4.33,4.67,5,3.67,t,0.24,16.092
within an hour,1,1,t,17,Centro Storico,43.77124,11.26304,Entire home/apt,3,2,1,1,128,1,25,42,69,342,1,2021.6,5,5,5,5,5,5,5,t,1,57.6
within an hour,1,1,f,5,Centro Storico,43.76764,11.26542,Entire home/apt,2,1,1,1,89,3,22,41,70,160,1,2021.5,5,5,5,5,5,5,5,t,0.5,20.025
within an hour,1,1,t,16,Centro Storico,43.77241,11.26044,Entire home/apt,6,2,3,3,126,2,7,25,37,127,1,2021.6,5,5,5,5,5,5,5,t,1,56.7
within an hour,1,1,f,63,Centro Storico,43.77749,11.25585,Entire home/apt,6,2,2,4,94,1,10,27,55,327,11,2020.7,4.36,4.64,4.45,4.45,4.73,4.73,4.64,t,0.95,40.185
within an hour,0.97,1,f,254,Centro Storico,43.77155,11.25911,Entire home/apt,4,1,1,2,56,2,8,35,59,188,24,2020.5,4.58,4.54,4.71,4.83,4.83,4.96,4.54,t,1.8,45.36
a few days or more,0,1,f,2,Centro Storico,43.76513,11.26055,Private room,2,0,1,0,30,30,30,60,90,365,1,2020.8,5,5,5,5,5,5,5,t,0.1,1.35
within an hour,1,1,f,0,Centro Storico,43.77109,11.24097,Entire home/apt,4,2,2,2,153,3,16,45,75,309,2,2021.5,4.5,5,5,5,5,5,4.5,t,1.33,91.5705
within an hour,1,1,f,0,Centro Storico,43.76802,11.25953,Entire home/apt,4,1,2,3,68,3,10,26,56,327,1,2020.7,5,5,5,5,5,5,5,t,0.09,2.754
within an hour,1,1,t,3,Centro Storico,43.76954,11.25766,Entire home/apt,5,1.5,1,3,54,1,6,13,24,270,5,2021.5,5,5,5,5,5,5,5,t,2.88,69.984
within an hour,1,1,f,1,Centro Storico,43.7578,11.24088,Entire home/apt,2,1,1,1,50,1,3,21,48,323,7,2020.8,4.71,4.43,5,4.43,4.71,4.86,4.86,t,0.68,15.3
within an hour,1,1,t,2,Centro Storico,43.76785,11.25895,Entire home/apt,4,1,1,3,56,2,14,44,74,251,7,2020.7,5,5,5,5,5,5,5,f,0.6,15.12
within an hour,1,1,f,0,Centro Storico,43.77146,11.26563,Entire home/apt,4,1,1,1,73,2,7,28,58,238,3,2020.5,4.67,4.33,5,5,5,5,4.67,t,0.22,7.227
within an hour,1,0.99,f,42,Centro Storico,43.76422,11.24532,Entire home/apt,4,2,1,2,86,2,9,24,34,124,1,2020.7,5,5,4,5,5,5,5,t,0.09,3.483
within a day,0.75,0.67,f,4,Centro Storico,43.76686,11.24678,Entire home/apt,2,1,,1,70,1,0,0,0,0,2,2020.3,5,5,5,5,5,5,4.5,t,0.12,3.78
within an hour,0.96,1,f,247,Centro Storico,43.76707,11.24826,Entire home/apt,10,0,3,6,161,1,3,17,33,285,4,2020.2,5,5,5,5,5,5,5,t,0.24,17.388
within an hour,1,1,f,0,Centro Storico,43.77028,11.24555,Entire home/apt,4,2,2,2,,1,5,11,26,158,2,2020.6,5,4.5,4.5,5,5,5,5,t,0.17,5.7375
within an hour,1,1,f,0,Centro Storico,43.7667,11.24587,Entire home/apt,4,1,1,2,75,1,27,48,78,353,5,2020.3,5,5,5,5,5,5,5,t,0.31,10.4625
within an hour,1,1,t,19,Centro Storico,43.77511,11.25357,Entire home/apt,6,2,2,2,149,2,9,19,35,270,22,2020.7,5,5,5,5,5,5,4.95,t,1.94,130.077
within an hour,0.9,1,f,2,Centro Storico,43.77202,11.24775,Entire home/apt,2,1,1,1,160,1,14,30,56,316,38,2020.3,4.32,4.39,4.11,4.76,4.53,4.76,4.18,t,2.29,164.88
within a few hours,1,0.88,f,4,Centro Storico,43.77024,11.26495,Entire home/apt,4,1,1,2,110,2,0,0,0,97,1,2021.1,5,5,5,5,5,5,5,f,0.16,7.92
within a day,1,1,f,0,Centro Storico,43.76785,11.26006,Entire home/apt,2,1,1,1,29,2,0,0,0,0,4,2020.6,4.5,4.75,4.75,5,5,5,4.5,f,0.31,4.0455
within an hour,1,1,t,7,Centro Storico,43.77584,11.25175,Entire home/apt,2,1.5,1,1,63,1,8,21,48,323,70,2020.6,4.8,4.81,4.91,4.81,4.89,4.86,4.79,t,5.5,155.925
within an hour,1,1,t,3,Centro Storico,43.76698,11.25414,Shared room,2,0,1,2,39,1,10,10,19,19,1,2021.6,5,5,4,4,4,5,5,t,1,17.55
within an hour,1,0.99,f,42,Centro Storico,43.77162,11.25624,Entire home/apt,7,0,4,5,194,2,0,0,0,0,9,2020.6,4.89,4.67,4.78,4.89,4.33,5,4.89,t,0.74,64.602
within an hour,1,1,f,0,Centro Storico,43.76736,11.26704,Private room,3,1,2,3,30,1,0,0,0,0,1,2021.4,1,1,1,1,1,1,1,f,0.42,5.67
within an hour,1,1,t,6,Centro Storico,43.77821,11.24545,Entire home/apt,3,1,1,2,70,1,4,21,51,322,4,2020.5,5,5,5,5,5,4.75,5,t,0.3,9.45
within an hour,1,1,f,0,Centro Storico,43.77534,11.25383,Entire home/apt,2,1,1,1,50,2,2,18,48,138,3,2020.5,5,5,5,5,5,5,4.67,t,0.22,4.95
within a few hours,1,0.88,f,4,Centro Storico,43.76921,11.26677,Entire home/apt,2,1,1,1,75,1,0,0,0,192,1,2021,5,5,5,5,5,5,5,f,0.14,4.725
within an hour,0.97,1,f,254,Centro Storico,43.76501,11.25746,Entire home/apt,4,1,1,2,45,2,16,44,74,213,3,2020.7,3.67,3.67,3.67,3.67,3.67,3.67,3.67,t,0.27,5.4675
within an hour,0.97,0.98,t,15,Centro Storico,43.76915,11.24598,Entire home/apt,4,0,2,2,153,1,0,0,15,249,2,2020.7,5,5,5,5,5,5,5,t,0.18,12.393
within a few hours,1,1,f,0,Centro Storico,43.77592,11.2433,Entire home/apt,4,1,1,1,56,1,4,24,48,323,4,2021.3,3.5,3.25,3.25,3.5,2.75,2.75,3.25,t,0.9,22.68
within an hour,1,1,t,15,Centro Storico,43.76627,11.24392,Entire home/apt,2,1,1,1,79,1,16,44,74,125,1,2021.6,5,5,5,5,5,5,5,t,1,35.55
within an hour,1,0.99,f,2,Centro Storico,43.78188,11.24432,Private room,2,0,1,1,27,1,3,14,41,240,10,2021.5,4.6,4.7,4.5,4.9,4.7,4.7,4.7,t,7.69,93.4335
within an hour,1,1,t,15,Centro Storico,43.76632,11.24547,Entire home/apt,2,1,1,1,73,1,8,19,42,77,5,2020.7,4.8,4.8,5,5,5,5,5,t,0.46,15.111
within an hour,1,1,f,0,Centro Storico,43.76994,11.25465,Entire home/apt,8,0,4,5,155,2,18,45,72,95,14,2020.6,4.64,4.79,4.57,4.79,5,5,4.71,t,1.17,81.6075
within an hour,1,1,f,0,Centro Storico,43.76993,11.25693,Entire home/apt,9,0,4,4,155,2,25,52,82,103,5,2020.7,4.8,4.6,4.4,5,4.6,5,4.8,t,0.44,30.69
within an hour,1,0.99,f,2,Centro Storico,43.78148,11.24307,Private room,2,0,1,0,27,1,5,27,57,315,12,2020.7,4.42,4.75,4.58,5,5,4.75,4.42,t,1.04,12.636
within an hour,1,1,f,4,Centro Storico,43.77944,11.25555,Private room,1,0,1,1,36,2,10,10,19,288,2,2021,4,4,4,4,4,5,4,t,0.28,4.536
within an hour,1,1,t,9,Centro Storico,43.76678,11.25136,Entire home/apt,4,2,2,2,200,2,15,30,49,316,4,2020.8,5,5,5,5,5,5,5,t,0.4,36
within an hour,1,1,f,0,Centro Storico,43.76798,11.24045,Entire home/apt,2,1,1,1,40,3,25,50,80,355,1,2020.7,5,5,5,5,5,5,5,t,0.09,1.62
within an hour,1,1,f,0,Centro Storico,43.78366,11.23802,Entire home/apt,4,1,1,3,60,2,29,59,74,74,1,2021.2,5,5,5,5,5,5,3,f,0.19,5.13
within an hour,1,0.99,t,0,Centro Storico,43.7685,11.25876,Entire home/apt,4,1.5,2,3,104,1,8,11,22,262,32,2020.8,4.97,4.91,4.94,4.97,4.94,5,4.91,t,3.3,154.44
within an hour,1,0.79,t,0,Centro Storico,43.77023,11.25561,Entire home/apt,2,1,1,1,78,2,7,30,60,112,13,2020.8,5,4.92,4.92,5,5,5,4.92,f,1.28,44.928
within an hour,1,0.81,t,0,Centro Storico,43.7734,11.26475,Entire home/apt,4,1,1,2,60,2,0,8,8,16,10,2021.4,5,5,4.7,5,5,5,5,f,4.69,126.63
within an hour,0.8,1,f,9,Centro Storico,43.7769,11.25213,Private room,2,0,1,1,50,1,29,58,88,363,8,2020.5,4.63,4.38,4.38,4.75,4.63,5,4.25,t,0.6,13.5
within an hour,0.96,1,f,247,Centro Storico,43.78016,11.25631,Entire home/apt,6,1.5,2,4,74,1,0,0,0,64,3,2020.6,3.67,4,4,4.33,4.33,5,4.33,t,0.25,8.325
within an hour,1,1,f,0,Centro Storico,43.76491,11.24511,Entire home/apt,4,1,1,2,86,1,4,14,36,290,6,2020.5,4.33,4.17,4.17,4.33,4,5,4.17,t,0.45,17.415
within an hour,1,1,t,3,Centro Storico,43.77498,11.25139,Entire home/apt,4,2,2,2,171,1,0,0,0,0,35,2020.6,5,5,5,4.94,4.97,5,4.85,t,2.97,228.5415
within an hour,1,1,t,2,Centro Storico,43.77293,11.26392,Private room,2,1,1,0,30,2,1,23,53,322,4,2021.4,5,5,5,5,4.75,4.75,5,t,1.48,19.98
within an hour,1,1,t,0,Centro Storico,43.77497,11.2536,Entire home/apt,6,1,3,3,132,1,10,21,33,202,52,2020.5,5,4.96,4.94,4.94,5,5,4.94,t,3.89,231.066
within an hour,1,1,f,0,Centro Storico,43.78143,11.23389,Entire home/apt,3,1,1,2,50,2,0,2,7,187,1,2020.6,5,5,5,5,5,5,5,t,0.08,1.8
