HostResponseTime,HostResponseRate,HostAcceptRate,Superhost,HostListings,Neighborhood,Latitude,Longitude,RoomType,Accomodates,Bathrooms,Bedrooms,Beds,Price,MinNights,Availability30,Availability60,Availability90,Availability365,ReviewCount,FirstReview,AvgRating,RatingAccuracy,RatingClean,RatingCheckIn,RatingCommunication,RatingLocation,RatingValue,Instant Booking,BookingsPerMonth,CommissionsPerMonth
within an hour,0.87,0.77,f,35,Centro Storico,43.76614,11.25312,Entire home/apt,6,2,3,4,197,3,0,0,0,0,6,2019.9,4.5,4.67,5,4.17,4.33,5,4.17,f,0.29,25.7085
within an hour,0.96,1,f,247,Centro Storico,43.77102,11.25006,Entire home/apt,7,1,2,4,109,1,0,0,0,203,1,2020.3,5,5,5,5,5,5,5,t,0.06,2.943
within an hour,1,1,t,6,Centro Storico,43.77873,11.24343,Private room,3,1,1,2,42,1,14,34,64,339,3,2020.7,5,5,5,5,5,5,5,t,0.26,4.914
within an hour,1,1,t,2,Centro Storico,43.75888,11.24143,Entire home/apt,5,1,2,4,100,5,19,19,19,19,12,2019.9,4.83,4.92,4.92,4.92,5,5,4.75,t,0.58,26.1
within a few hours,1,1,f,0,Centro Storico,43.76877,11.24832,Entire home/apt,6,1,2,3,80,1,1,1,1,1,6,2019.9,4.8,5,5,5,5,5,5,t,0.28,10.08
within an hour,1,1,t,10,Centro Storico,43.76829,11.25408,Entire home/apt,4,2,2,2,284,3,3,13,16,217,18,2020.9,5,5,5,5,5,5,4.78,t,2.01,256.878
within a day,1,0,f,1,Centro Storico,43.77334,11.25528,Entire home/apt,6,2,2,3,300,1,29,59,89,179,2,2019.9,5,5,5,5,5,5,5,f,0.09,12.15
within a few hours,1,1,f,0,Centro Storico,43.77086,11.26585,Entire home/apt,4,1,1,2,75,2,4,6,6,228,4,2019.9,5,5,5,5,5,4.75,4.75,f,0.19,6.4125
within an hour,1,1,f,0,Centro Storico,43.77428,11.24002,Entire home/apt,4,1,1,2,71,1,1,22,52,142,10,2019.9,4.7,5,4.9,5,4.9,5,4.9,t,0.48,15.336
within an hour,0.96,1,f,247,Centro Storico,43.76902,11.25989,Entire home/apt,6,2,2,3,109,1,16,46,76,351,11,2019.9,4.73,4.82,4.45,4.73,4.73,5,4.64,t,0.53,25.9965
within an hour,1,1,t,0,Centro Storico,43.77468,11.25499,Entire home/apt,5,2,2,3,35,1,0,0,0,2,21,2019.9,4.9,5,4.95,4.95,5,5,4.95,t,1.03,16.2225
within an hour,1,0.97,f,68,Centro Storico,43.77172,11.25019,Entire home/apt,6,2,3,5,81,1,11,24,41,314,2,2020,5,5,5,5,5,5,5,t,0.1,3.645
within an hour,1,0.33,t,4,Centro Storico,43.76724,11.25892,Entire home/apt,2,1,,1,40,2,0,0,0,0,13,2020,4.77,4.85,4.69,5,4.92,5,4.77,f,0.67,12.06
within an hour,1,1,t,17,Centro Storico,43.77145,11.26396,Entire home/apt,4,2,2,2,129,1,25,55,85,345,3,2019.9,5,5,5,5,5,5,5,t,0.14,8.127
within an hour,1,0.98,f,77,Centro Storico,43.77142,11.25049,Entire home/apt,4,1,1,2,250,2,0,0,0,0,19,2020.1,4.84,4.74,4.89,4.58,4.84,4.95,4.89,t,1.05,118.125
within an hour,1,0.98,f,77,Centro Storico,43.7718,11.24743,Entire home/apt,6,1,2,4,75,2,25,44,74,95,2,2020.1,5,5,5,5,5,5,5,t,0.11,3.7125
within an hour,1,0.98,f,77,Centro Storico,43.77328,11.25973,Entire home/apt,4,1.5,3,3,117,2,30,55,55,55,8,2020.1,4.88,5,4.88,4.75,5,5,4.75,t,0.43,22.6395
within an hour,1,0.98,f,77,Centro Storico,43.76737,11.26488,Entire home/apt,2,1,1,1,75,2,30,50,50,50,2,2020,4.5,5,5,5,5,5,4.5,t,0.1,3.375
within an hour,1,0.99,f,3,Centro Storico,43.77248,11.26152,Entire home/apt,6,2,3,3,150,2,5,17,24,64,29,2020.1,4.79,4.72,4.76,4.97,4.97,4.93,4.69,t,1.56,105.3
within an hour,0.96,1,t,15,Centro Storico,43.77688,11.25295,Entire home/apt,4,1,1,2,65,2,0,1,1,224,6,2019.9,4.83,5,5,5,5,4.83,4.5,t,0.29,8.4825
within an hour,1,0.99,t,19,Centro Storico,43.77093,11.25308,Entire home/apt,3,1,1,2,113,1,3,12,27,203,17,2019.9,4.82,4.82,4.88,4.88,4.82,5,4.65,t,0.83,42.2055
within a day,1,0.67,f,4,Centro Storico,43.7763,11.25462,Entire home/apt,4,1,1,2,89,2,14,44,74,349,1,2019.9,4,5,4,5,5,5,5,f,0.05,2.0025
within a day,1,0.67,f,4,Centro Storico,43.77541,11.25624,Entire home/apt,4,1,2,2,129,2,29,59,89,364,1,2020.1,5,5,5,5,5,5,5,f,0.05,2.9025
within an hour,1,1,t,3,Centro Storico,43.76678,11.24654,Entire home/apt,2,1,1,1,66,2,11,32,56,331,18,2020.2,4.89,4.94,5,5,4.94,5,4.89,t,1.04,30.888
within an hour,0.96,1,f,4,Centro Storico,43.77132,11.25884,Entire home/apt,4,0,2,2,189,2,0,10,40,315,1,2019.9,5,5,4,3,5,5,4,t,0.05,4.2525
within an hour,1,1,f,371,Centro Storico,43.76904,11.25264,Entire home/apt,5,2,2,3,130,1,5,23,39,295,5,2020.1,4.8,5,4.8,5,4.8,5,4.8,t,0.27,15.795
within an hour,1,0.92,t,4,Centro Storico,43.77169,11.26919,Entire home/apt,4,1,1,2,66,2,0,7,22,107,39,2019.9,4.95,4.92,4.9,4.97,5,4.95,4.85,f,1.89,56.133
within an hour,1,1,t,0,Centro Storico,43.7725,11.24904,Entire home/apt,4,1,1,2,75,2,0,5,35,310,19,2020.1,5,5,4.84,5,5,5,4.95,t,1.02,34.425
a few days or more,0.4,0.78,f,2,Centro Storico,43.77967,11.25721,Entire home/apt,2,1,,1,55,1,30,60,90,365,5,2019.9,4.4,5,4.8,5,5,5,4.6,t,0.24,5.94
within an hour,1,1,t,4,Centro Storico,43.76459,11.26068,Entire home/apt,2,1,1,1,55,1,7,33,58,333,5,2020.1,5,5,5,5,5,5,5,f,0.27,6.6825
within an hour,1,1,t,4,Centro Storico,43.76289,11.26306,Entire home/apt,2,1,1,1,59,1,5,31,56,331,1,2019.9,5,5,4,5,5,5,4,t,0.05,1.3275
within an hour,1,1,t,3,Centro Storico,43.77755,11.25259,Private room,2,1,1,1,55,2,20,48,78,353,57,2019.9,4.93,4.88,4.88,4.96,5,4.95,4.86,t,2.77,68.5575
within a few hours,1,1,f,24,Centro Storico,43.77044,11.26743,Entire home/apt,5,2,2,2,64,3,21,30,30,30,2,2019.9,5,5,4.5,5,5,5,5,f,0.1,2.88
within an hour,1,1,f,12,Centro Storico,43.77501,11.24759,Entire home/apt,4,1,1,2,106,1,8,32,62,136,4,2020.8,4.5,5,5,5,4.5,4.75,4,t,0.39,18.603
within an hour,1,1,t,1,Centro Storico,43.76832,11.25718,Entire home/apt,11,0,3,7,169,2,10,17,25,246,9,2020.7,5,5,5,5,4.89,5,4.89,t,0.81,61.6005
within a day,1,0.25,f,5,Centro Storico,43.76678,11.25217,Private room,4,1,,1,120,1,29,59,89,364,1,2020.7,5,5,5,4,5,5,5,f,0.09,4.86
within a day,1,0.25,f,5,Centro Storico,43.76759,11.25206,Private room,2,0,,1,60,1,23,53,83,358,1,2020,0,,,,,,,f,0.05,1.35
within an hour,1,1,f,0,Centro Storico,43.77117,11.26485,Entire home/apt,3,1,1,1,59,2,8,15,15,248,3,2020.1,5,5,5,5,5,5,4.67,t,0.16,4.248
within an hour,1,1,f,4,Centro Storico,43.78302,11.23354,Private room,2,1,1,1,60,1,28,58,86,355,13,2020.1,4.15,4.85,4,4.62,4.85,4.31,4.54,t,0.69,18.63
within a day,1,0.67,f,4,Centro Storico,43.7774,11.25493,Entire home/apt,10,2,3,3,204,2,6,18,26,281,2,2020.1,5,5,5,5,5,5,4.5,f,0.11,10.098
within an hour,1,1,f,1,Centro Storico,43.77317,11.25878,Entire home/apt,4,1,2,3,77,1,0,0,0,0,5,2020.1,4.8,5,5,4.8,5,5,5,t,0.27,9.3555
within an hour,1,1,t,0,Centro Storico,43.77609,11.23936,Entire home/apt,4,1,1,2,75,2,0,0,0,0,6,2019.9,4.83,4.67,4.83,4.83,4.83,4.5,4.5,t,0.29,9.7875
within an hour,1,1,f,1,Centro Storico,43.78166,11.25834,Entire home/apt,4,1,1,2,111,2,0,0,10,122,1,2020.1,5,5,5,5,5,5,5,f,0.05,2.4975
within an hour,1,0.94,t,1,Centro Storico,43.7797,11.24054,Entire home/apt,2,1,,1,58,2,4,16,40,220,14,2020.8,4.86,4.93,4.79,4.93,5,4.71,4.71,f,1.45,37.845
within an hour,1,0.99,f,4,Centro Storico,43.77266,11.25435,Private room,1,1.5,1,1,46,1,0,0,0,0,7,2020.8,4.71,4.71,4.86,5,5,5,4.86,t,0.68,14.076
within an hour,1,0.99,f,4,Centro Storico,43.77161,11.25449,Private room,2,1,1,2,66,1,5,24,45,188,14,2020.1,4.57,4.64,4.79,4.86,4.86,5,4.71,t,0.78,23.166
within an hour,1,0.99,f,4,Centro Storico,43.77313,11.25433,Private room,2,1,1,2,66,1,5,15,33,173,2,2021.5,4.5,4,5,5,4.5,5,5,t,1.22,36.234
within an hour,1,0.99,f,4,Centro Storico,43.77311,11.2543,Private room,3,1,1,3,84,1,0,8,25,166,1,2020.9,5,5,5,5,5,5,5,t,0.11,4.158
within an hour,1,1,t,0,Centro Storico,43.77736,11.24081,Entire home/apt,4,1,2,2,72,2,9,31,61,327,14,2020.1,4.93,5,5,5,5,5,5,t,0.75,24.3
within a few hours,1,0.88,f,0,Centro Storico,43.7765,11.25245,Private room,2,1,1,1,90,2,14,27,51,229,1,2020.1,5,5,5,5,5,5,5,f,0.05,2.025
within a few hours,0.9,1,f,0,Centro Storico,43.78062,11.259,Private room,3,1,1,1,112,1,27,57,87,362,3,2020.1,5,5,5,5,5,5,5,t,0.16,8.064
within an hour,0.96,1,f,247,Centro Storico,43.77616,11.26398,Entire home/apt,4,1,1,2,80,1,0,0,0,204,3,2020.1,4,4.67,5,5,4.67,5,4.33,t,0.16,5.76
within an hour,1,0.98,f,77,Centro Storico,43.78019,11.24317,Entire home/apt,8,0,3,6,125,2,16,42,69,90,18,2020.1,4.78,4.83,4.83,4.94,5,4.94,4.89,t,0.97,54.5625
within an hour,0.87,0.77,f,35,Centro Storico,43.76798,11.25187,Entire home/apt,4,1,2,3,98,3,0,0,0,192,3,2020.1,4.33,4.67,4.33,4.67,4.67,4.67,4.67,t,0.16,7.056
within an hour,1,1,f,0,Centro Storico,43.78008,11.24083,Entire home/apt,6,1.5,2,3,68,2,0,0,0,0,1,2020,5,5,5,5,5,5,5,f,0.05,1.53
within an hour,1,1,t,4,Centro Storico,43.77791,11.25419,Entire home/apt,4,1,2,2,117,2,0,0,0,72,16,2020.1,5,5,5,5,4.94,5,4.88,t,0.85,44.7525
within an hour,1,1,f,4,Centro Storico,43.78302,11.23354,Private room,3,1,1,2,90,1,29,58,86,352,7,2020.2,4.57,4.29,4.14,4.57,4.71,4.43,4.43,t,0.4,16.2
within an hour,1,1,t,0,Centro Storico,43.7766,11.25461,Entire home/apt,4,1,1,2,84,2,3,10,23,139,55,2020.7,4.98,5,5,5,5,4.98,4.96,t,4.97,187.866
a few days or more,0,0,f,7,Centro Storico,43.77587,11.25869,Entire home/apt,4,1,1,2,173,1,19,19,19,19,1,2020,0,,,,,,,t,0.05,3.8925
within an hour,0.88,1,f,2,Centro Storico,43.77272,11.26317,Entire home/apt,4,2,2,4,100,2,13,43,71,334,3,2020.1,5,5,5,5,5,5,5,t,0.16,7.2
within an hour,0.95,1,f,7,Centro Storico,43.77121,11.27067,Private room,4,0,1,0,163,1,30,60,90,172,4,2020.2,4.75,4.5,4.75,5,4.75,4.75,4.25,t,0.24,17.604
within an hour,1,0.9,f,11,Centro Storico,43.77378,11.25922,Entire home/apt,5,1,1,4,50,3,3,15,37,37,3,2020.7,4.33,5,4.33,5,5,5,5,f,0.27,6.075
within an hour,1,0.9,f,11,Centro Storico,43.77347,11.26033,Entire home/apt,4,1,1,4,50,4,3,15,37,123,1,2020.5,4,4,3,5,5,5,5,f,0.08,1.8
within an hour,1,1,t,2,Centro Storico,43.78092,11.25557,Entire home/apt,4,1,1,2,51,2,5,15,45,136,64,2020,4.89,4.95,4.8,5,4.98,4.94,4.89,t,3.22,73.899
within an hour,1,1,f,1,Centro Storico,43.77009,11.2651,Entire home/apt,2,1,1,2,39,1,3,12,41,310,48,2020,4.5,4.65,4.9,4.73,4.94,4.88,4.35,f,2.5,43.875
within an hour,1,1,t,11,Centro Storico,43.77116,11.24959,Entire home/apt,2,1,1,1,57,2,3,25,55,330,54,2020,4.57,4.8,4.69,4.87,4.94,5,4.72,t,2.77,71.0505
within an hour,1,1,t,3,Centro Storico,43.76844,11.24615,Entire home/apt,6,1.5,2,3,128,2,3,14,28,291,12,2020.1,4.92,5,5,5,5,5,4.92,t,0.64,36.864
within an hour,1,1,t,0,Centro Storico,43.78196,11.25392,Entire home/apt,6,0,3,4,192,2,20,41,62,325,12,2020.1,4.92,5,5,5,5,4.75,5,t,0.65,56.16
within a few hours,0.9,1,f,0,Centro Storico,43.78017,11.2604,Private room,2,1,1,1,96,1,28,58,88,277,2,2020.1,5,4,5,4.5,3.5,5,5,t,0.11,4.752
within an hour,1,0.5,f,10,Centro Storico,43.76606,11.25266,Entire home/apt,4,2,2,4,70,1,1,1,5,5,9,2020.1,4.89,4.89,4.89,5,5,5,4.78,f,0.48,15.12
within an hour,0.98,0.91,f,14,Centro Storico,43.77072,11.26631,Private room,1,1,1,1,30,3,28,44,74,349,1,2020.1,5,5,5,5,5,5,5,f,0.05,0.675
within an hour,1,1,f,0,Centro Storico,43.76819,11.25722,Entire home/apt,2,1,1,2,38,1,9,24,49,308,4,2020.1,4,4.25,3.5,4.75,4.5,5,3.5,t,0.22,3.762
within an hour,1,1,f,0,Centro Storico,43.75906,11.24065,Entire home/apt,5,1,1,3,68,1,21,41,53,74,7,2020,4.86,5,5,4.86,5,4.86,4.86,f,0.35,10.71
within a few hours,0.9,1,f,0,Centro Storico,43.78034,11.25936,Private room,2,1,1,1,86,1,30,60,90,282,1,2020.1,5,5,5,5,5,5,5,t,0.06,2.322
within an hour,0.96,1,f,247,Centro Storico,43.76864,11.25833,Entire home/apt,12,0,3,6,207,1,8,23,47,294,14,2020,4.86,4.43,4.43,4.79,4.86,4.93,4.79,t,0.7,65.205
within an hour,0.96,1,f,247,Centro Storico,43.76822,11.25776,Entire home/apt,4,1,1,2,92,1,14,29,53,303,1,2020.1,2,5,4,5,4,5,4,t,0.05,2.07
within an hour,0.96,1,f,247,Centro Storico,43.76886,11.25787,Entire home/apt,8,2,2,4,138,1,10,26,50,297,2,2020.1,4.5,4.5,5,5,5,5,4.5,t,0.11,6.831
within an hour,1,1,f,2,Centro Storico,43.77904,11.25753,Entire home/apt,2,1,1,1,74,2,30,60,90,365,3,2020.1,4.33,4.33,3.33,5,5,4.67,4.33,f,0.16,5.328
within an hour,1,1,t,18,Centro Storico,43.77333,11.25792,Entire home/apt,6,1,2,3,165,2,16,37,60,134,1,2020.1,5,5,5,5,5,5,5,t,0.05,3.7125
within an hour,1,1,t,1,Centro Storico,43.77193,11.25478,Entire home/apt,6,2,3,5,136,1,21,47,77,352,17,2020,4.82,4.82,4.82,4.71,4.71,5,4.65,f,0.87,53.244
within an hour,1,0.99,f,27,Centro Storico,43.7772,11.25314,Entire home/apt,4,2,2,2,85,1,16,39,69,138,8,2020.1,4.38,4.75,4.88,4.38,4.5,5,4.38,t,0.43,16.4475
within an hour,1,1,f,3,Centro Storico,43.77176,11.26281,Entire home/apt,4,1,1,2,50,1,4,31,61,336,7,2020.1,4.29,4.29,4.86,4.86,4.43,4.86,4.14,t,0.38,8.55
within a few hours,0.9,1,f,0,Centro Storico,43.78173,11.25878,Private room,2,1,1,0,96,1,0,0,0,0,4,2020,4,4,4,4,4,4,3.75,t,0.21,9.072
within a few hours,0.9,1,f,0,Centro Storico,43.78138,11.25808,Private room,1,1,1,1,72,1,30,60,90,280,2,2020.2,5,3.5,5,5,5,5,5,t,0.11,3.564
within an hour,1,1,t,3,Centro Storico,43.77242,11.26553,Entire home/apt,2,1,1,2,40,2,0,8,8,232,8,2020.1,4.38,4.88,4.5,5,5,4.88,4.25,f,0.43,7.74
within an hour,1,1,t,18,Centro Storico,43.77536,11.25199,Entire home/apt,8,2,2,5,143,1,0,3,9,203,44,2020.2,4.84,4.89,4.91,4.95,4.93,5,4.8,t,2.52,162.162
within a day,1,0.5,f,2,Centro Storico,43.77577,11.25029,Entire home/apt,7,2,1,3,85,1,0,0,0,0,11,2020.1,4.2,4.4,4.1,4.1,4.5,4.6,4.2,t,0.58,22.185
within an hour,1,1,t,4,Centro Storico,43.77343,11.26098,Entire home/apt,4,1,1,1,75,1,6,13,32,32,16,2020,4.75,4.81,4.81,5,5,4.94,4.75,t,0.8,27
within a few hours,1,1,t,4,Centro Storico,43.76967,11.26046,Entire home/apt,8,0,4,4,550,5,0,0,0,42,1,2020.1,5,5,5,5,5,5,5,f,0.05,12.375
within an hour,1,0.98,f,77,Centro Storico,43.7672,11.25007,Entire home/apt,5,0,3,5,121,2,0,0,0,0,16,2020.1,4.81,4.94,5,4.88,5,5,4.69,t,0.86,46.827
within an hour,1,1,t,18,Centro Storico,43.77032,11.25367,Entire home/apt,4,2,2,3,150,3,10,40,63,254,4,2020.8,4,4.25,4,5,5,4.75,4.25,t,0.42,28.35
within an hour,1,1,f,3,Centro Storico,43.77443,11.25,Private room,2,1,1,1,50,2,0,7,37,127,2,2020.1,4.5,5,5,5,5,5,4.5,t,0.11,2.475
within a few hours,0.9,0.92,f,16,Centro Storico,43.7669,11.25375,Private room,2,1,1,1,49,2,30,60,90,365,2,2020.7,5,5,5,3,5,5,5,t,0.18,3.969
within an hour,1,0.98,f,77,Centro Storico,43.77645,11.25724,Entire home/apt,4,2,2,0,71,2,26,51,51,51,2,2020.8,5,5,5,5,5,5,5,t,0.19,6.0705
within an hour,1,0.98,f,77,Centro Storico,43.77577,11.25783,Entire home/apt,4,1,3,4,75,2,30,50,50,50,1,2021.5,5,5,5,5,4,5,5,t,0.6,20.25
within an hour,1,0.98,f,77,Centro Storico,43.77566,11.25812,Entire home/apt,2,1,1,2,53,2,0,0,0,0,1,2020.8,3,5,4,5,5,5,4,t,0.1,2.385
within an hour,1,1,f,1,Centro Storico,43.7712,11.25376,Entire home/apt,6,2,3,3,191,2,0,0,0,36,1,2020,0,,,,,,,f,0.05,4.2975
within an hour,1,0.99,f,44,Centro Storico,43.76794,11.25937,Entire home/apt,4,2,1,1,71,2,12,42,44,319,1,2020,5,5,4,5,5,5,5,t,0.05,1.5975
within an hour,1,0.94,f,1,Centro Storico,43.76973,11.25623,Entire home/apt,6,2,3,4,247,2,9,21,28,236,4,2021.5,5,5,5,5,5,5,4.75,f,4,444.6
within an hour,1,1,t,11,Centro Storico,43.7731,11.24974,Entire home/apt,3,1,1,2,59,2,10,38,68,338,59,2020,4.71,4.75,4.8,4.95,4.9,4.93,4.8,t,2.99,79.3845
within an hour,0.98,0.99,f,6,Centro Storico,43.76445,11.25854,Entire home/apt,5,1,2,3,118,1,5,15,32,102,49,2020.1,4.8,4.94,4.39,4.94,4.94,4.96,4.84,t,2.71,143.901
within an hour,1,1,t,18,Centro Storico,43.77669,11.25456,Entire home/apt,2,1,1,1,119,1,7,37,67,152,3,2020.1,4.67,4.67,5,4.33,5,5,4.33,t,0.16,8.568
within a few hours,0.93,1,f,3,Centro Storico,43.76989,11.25276,Entire home/apt,3,1,1,2,128,2,9,30,52,311,2,2020.2,5,4.5,5,4.5,4.5,5,5,t,0.12,6.912
within a few hours,1,1,t,1,Centro Storico,43.77032,11.25551,Entire home/apt,2,1,1,2,90,5,12,28,58,105,1,2021.6,5,5,5,5,5,5,5,f,1,40.5
within a few hours,0.93,1,f,3,Centro Storico,43.76989,11.25276,Entire home/apt,4,1,1,2,163,2,29,59,87,358,1,2021.6,5,5,5,5,5,5,5,t,1,73.35
within a few hours,0.93,1,f,3,Centro Storico,43.76989,11.25276,Entire home/apt,6,1,1,3,190,2,25,47,77,337,3,2020.1,5,5,5,5,5,5,5,t,0.16,13.68
within a few hours,0.9,1,f,0,Centro Storico,43.78201,11.26098,Private room,2,1,1,,10,1,0,0,0,0,1,2020.1,5,5,5,5,5,5,5,t,0.05,0.225
within an hour,1,0.99,t,19,Centro Storico,43.76887,11.26341,Entire home/apt,4,2,2,2,141,1,0,0,0,41,1,2020.7,5,5,5,5,5,5,5,t,0.09,5.7105
within an hour,1,1,f,1,Centro Storico,43.76449,11.25639,Entire home/apt,2,1,1,1,220,2,0,0,1,271,1,2020.1,5,5,5,5,5,5,5,f,0.05,4.95
within a few hours,1,0.88,f,0,Centro Storico,43.7765,11.25245,Private room,2,1,1,1,80,2,10,22,42,272,3,2020.7,5,5,5,5,5,5,5,f,0.27,9.72
within an hour,1,1,f,3,Centro Storico,43.77181,11.26205,Entire home/apt,2,1,,1,47,1,5,26,56,304,48,2020.1,4.4,4.62,4.4,4.87,5,4.85,4.38,t,2.62,55.413
within an hour,1,1,t,7,Centro Storico,43.77703,11.25028,Entire home/apt,5,1,1,3,78,1,30,60,90,365,12,2020.6,4.5,4.33,4.67,4.75,4.5,4.92,4.25,t,1.01,35.451
within an hour,1,1,t,1,Centro Storico,43.76698,11.25222,Entire home/apt,3,1,2,2,65,2,3,14,27,180,8,2020.2,4.75,4.88,4.75,5,5,5,4.88,t,0.46,13.455
within an hour,1,1,f,0,Centro Storico,43.77033,11.24054,Entire home/apt,2,2,1,2,122,2,11,37,67,301,1,2021.5,5,5,5,5,5,4,4,t,1,54.9
within an hour,1,0.98,f,77,Centro Storico,43.77607,11.25599,Entire home/apt,6,1.5,3,6,85,2,11,31,31,31,12,2020.6,4.58,4.58,4.83,4.92,4.92,5,4.67,t,0.96,36.72
within an hour,1,0.99,f,44,Centro Storico,43.76528,11.25695,Entire home/apt,6,2,2,2,156,2,9,32,62,249,2,2020.1,4.5,5,5,5,5,5,5,t,0.11,7.722
within a few hours,1,0.81,t,3,Centro Storico,43.77344,11.26562,Private room,2,0,1,1,51,1,29,59,89,179,5,2020.1,5,5,5,5,5,5,5,f,0.27,6.1965
within an hour,1,1,t,18,Centro Storico,43.7703,11.26316,Entire home/apt,4,1,1,1,151,1,0,0,0,55,2,2020.1,4.5,5,4.5,5,4.5,5,4.5,t,0.11,7.4745
within a day,1,1,f,0,Centro Storico,43.77615,11.25886,Entire home/apt,2,1,1,1,48,2,18,48,78,353,3,2020.1,4.67,5,5,5,5,5,4.33,t,0.16,3.456
within an hour,1,1,t,0,Centro Storico,43.7739,11.25152,Entire home/apt,4,2,2,3,80,1,16,40,57,332,8,2020.1,4.88,5,5,4.88,5,4.88,4.63,t,0.43,15.48
within an hour,1,0.98,f,77,Centro Storico,43.77469,11.25246,Entire home/apt,4,2,2,4,77,2,8,20,20,20,10,2020.1,4.8,4.7,5,4.9,4.8,5,4.9,t,0.54,18.711
within an hour,0.94,0.92,f,55,Centro Storico,43.77334,11.25869,Entire home/apt,4,1,1,1,72,2,18,44,74,187,2,2020.1,5,5,5,4.5,4.5,5,4.5,t,0.11,3.564
within an hour,1,1,f,20,Centro Storico,43.76998,11.25218,Entire home/apt,5,1,2,3,141,2,2,17,47,176,14,2020.1,4.86,4.86,5,4.79,5,5,4.79,t,0.76,48.222
within an hour,0.94,1,f,8,Centro Storico,43.77065,11.26043,Entire home/apt,4,1,1,4,79,1,21,51,81,172,16,2020.1,4.81,4.75,4.5,4.94,4.75,5,4.75,t,0.86,30.573
within an hour,1,1,f,16,Centro Storico,43.76715,11.25349,Entire home/apt,4,2,1,2,60,2,30,60,90,142,1,2020.1,5,5,5,5,5,5,5,t,0.05,1.35
within an hour,1,1,t,0,Centro Storico,43.77995,11.23785,Entire home/apt,3,1,,2,36,2,10,27,52,142,40,2020.1,4.88,4.95,4.78,4.95,4.95,4.7,4.8,f,2.11,34.182
within an hour,1,1,t,4,Centro Storico,43.76429,11.26106,Entire home/apt,4,1,2,2,90,1,0,0,0,100,3,2020.8,5,5,5,5,5,5,5,f,0.29,11.745
within a day,1,0.94,f,7,Centro Storico,43.76625,11.25565,Entire home/apt,6,2,2,3,89,3,4,16,22,99,44,2020.1,4.86,4.89,4.8,4.98,4.82,5,4.84,t,2.38,95.319
within an hour,1,0.63,t,0,Centro Storico,43.77705,11.2547,Entire home/apt,2,1,1,1,90,30,0,14,18,29,3,2020.1,5,5,4.67,5,5,4.67,4,f,0.16,6.48
within a few hours,0.99,0.98,f,814,Centro Storico,43.77992,11.24326,Entire home/apt,3,1,1,1,72,1,29,59,89,364,1,2020.1,3,4,3,4,4,5,3,t,0.06,1.944
within an hour,1,1,t,3,Centro Storico,43.7783,11.25291,Private room,2,1,1,1,55,2,24,54,84,359,49,2020.1,4.9,4.82,4.8,4.84,4.96,4.94,4.88,t,2.63,25.0925
within an hour,1,0.99,f,44,Centro Storico,43.76982,11.2527,Entire home/apt,6,2,2,2,255,2,19,29,56,254,1,2020.1,5,5,5,4,5,5,5,t,0.05,5.7375
within an hour,0.94,0.89,f,33,Centro Storico,43.775085,11.267185,Private room,2,1,1,1,71,1,22,52,79,298,5,2020,4.8,4.6,4.8,5,4.8,5,5,t,0.26,8.307
within an hour,1,1,t,6,Centro Storico,43.76617,11.24943,Entire home/apt,5,1,1,3,53,1,30,60,90,365,4,2020.7,4.75,4.75,4.75,5,4.75,4.75,4.5,t,0.34,8.109
within an hour,1,1,f,0,Centro Storico,43.76817,11.26411,Entire home/apt,4,1,1,1,90,2,27,55,82,258,2,2020.3,4.5,5,5,5,5,5,4.5,t,0.12,4.86
within an hour,1,1,f,16,Centro Storico,43.7664,11.25297,Entire home/apt,3,1,1,3,73,2,30,60,90,142,2,2020.2,5,5,5,5,5,5,5,t,0.11,3.6135
within an hour,1,0.99,f,27,Centro Storico,43.77381,11.24844,Entire home/apt,6,1,2,3,122,2,0,2,32,100,3,2020.3,5,5,5,5,5,5,5,t,0.18,9.882
within an hour,1,1,t,3,Centro Storico,43.77656,11.25348,Entire home/apt,4,2,2,2,124,2,22,50,80,355,1,2020.1,5,5,5,5,5,5,5,t,0.05,2.79
within an hour,1,0.99,f,9,Centro Storico,43.77597,11.26204,Entire home/apt,8,0,3,5,168,2,19,32,55,322,6,2020.1,4.33,4.67,4.5,5,4.83,4.83,4.17,t,0.32,24.192
within an hour,1,1,t,10,Centro Storico,43.76835,11.25939,Entire home/apt,6,0,4,5,345,3,1,14,27,195,4,2020.1,5,5,5,5,5,5,5,t,0.22,34.155
within an hour,1,1,t,17,Centro Storico,43.77149,11.26278,Entire home/apt,3,1,2,3,78,3,30,40,40,249,1,2020.2,5,5,5,5,5,5,5,f,0.06,2.106
within a few hours,1,1,f,0,Centro Storico,43.77077,11.26476,Entire home/apt,3,1,1,2,60,2,29,50,50,50,2,2020.1,5,5,5,5,5,5,5,f,0.11,2.97
within an hour,1,0.99,f,9,Centro Storico,43.77632,11.26418,Entire home/apt,4,1,1,2,103,2,0,4,34,309,3,2020.1,5,5,5,5,5,5,5,t,0.16,7.416
within a few hours,1,0.13,t,0,Centro Storico,43.77532,11.24609,Private room,4,1,1,3,44,1,18,44,74,319,10,2020.1,4.9,5,4.9,5,5,5,5,f,0.55,10.89
within an hour,1,0.99,f,9,Centro Storico,43.77431,11.2623,Entire home/apt,6,2,2,4,86,2,6,26,51,291,21,2020.1,4.86,4.86,4.57,5,5,4.95,4.86,t,1.13,43.731
